repository,pr_number,author,primary_reviewer,first_review_latency_hours,time_to_merge_hours,first_review_state,inline_comment_density,total_discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
freeCodeCamp/freeCodeCamp,65655,majestic-owl448,raisedadead,1.96,1.96,APPROVED,0.0,3,9,228,0.96,1798,Core Reviewer
freeCodeCamp/freeCodeCamp,65654,anastasiiauk,Sembauke,21.24,21.24,APPROVED,0.0,3,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65652,Sembauke,ShaunSHamilton,465.86,609.88,APPROVED,0.0,3,44,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65650,Sembauke,huyenltnguyen,25.93,25.93,APPROVED,0.0,5,440,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65649,Shashikant2005,gikf,1.07,2.97,COMMENTED,0.5,5,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65647,Sembauke,huyenltnguyen,4.38,4.38,APPROVED,0.0,1,9,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65642,ragini-pandey,majestic-owl448,0.25,0.72,APPROVED,0.0,1,2,7,0.43,0,Noisy Author
freeCodeCamp/freeCodeCamp,65629,RafaelDavisH,nieldakarla,14.43,39.15,APPROVED,0.0,2,32,20,0.55,5,Core Reviewer
freeCodeCamp/freeCodeCamp,65628,AlexanderJGreen,raisedadead,0.0,5.53,APPROVED,0.0,1,2,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65624,Sembauke,raisedadead,0.0,11.34,APPROVED,0.0,1,5,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65620,ojeytonwilliams,raisedadead,1.07,1.07,APPROVED,0.0,1,76,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65619,Sembauke,huyenltnguyen,144.14,242.49,APPROVED,0.0,1,181,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65617,majestic-owl448,Sembauke,0.0,47.58,COMMENTED,0.0007,2,1441,228,0.96,1798,Core Reviewer
freeCodeCamp/freeCodeCamp,65615,majestic-owl448,raisedadead,4.03,9.37,APPROVED,0.0,3,4590,228,0.96,1798,Core Reviewer
freeCodeCamp/freeCodeCamp,65610,gbolahan507,raisedadead,2.76,10.85,APPROVED,0.0,2,6,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65609,abderbejaoui,a2937,0.49,18.08,APPROVED,0.0,5,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65608,AlexanderJGreen,huyenltnguyen,0.39,0.9,APPROVED,0.0,2,6,3,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65597,anastasiiauk,nieldakarla,1.76,5.36,COMMENTED,0.0031,2,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65596,ahmaxed,jdwilkin4,8.99,286.08,COMMENTED,0.0011,6,5595,68,0.91,93,Core Reviewer
freeCodeCamp/freeCodeCamp,65594,ojeytonwilliams,huyenltnguyen,2.88,5.57,APPROVED,0.0,1,57,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65593,Sembauke,ojeytonwilliams,1.73,6.45,CHANGES_REQUESTED,0.0455,2,22,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65592,Jeevankumar-s,huyenltnguyen,11.47,11.47,APPROVED,0.0,1,48,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65587,copilot-swe-agent,raisedadead,0.17,0.2,COMMENTED,0.0161,1,124,0,0.0,0,Novice
freeCodeCamp/freeCodeCamp,65586,YashhCanCode,copilot-pull-request-reviewer,0.45,5.04,COMMENTED,1.0,2,2,6,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65582,camperbot,majestic-owl448,10.77,10.77,APPROVED,0.0,1,2,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65580,huyenltnguyen,copilot-pull-request-reviewer,0.23,13.92,COMMENTED,0.0246,2,122,272,0.88,1490,Core Reviewer
freeCodeCamp/freeCodeCamp,65576,astrophileAqsa123,majestic-owl448,0.27,23.35,COMMENTED,0.2059,17,34,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65574,ojeytonwilliams,huyenltnguyen,1.95,9.03,APPROVED,0.0,1,28,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65569,ojeytonwilliams,ShaunSHamilton,20.9,50.73,COMMENTED,0.0064,5,157,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65567,NotchArrow,copilot-pull-request-reviewer,0.04,2.01,COMMENTED,0.0,2,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65563,Jeevankumar-s,Dario-DC,28.28,28.28,APPROVED,0.0,3,10,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65561,anastasiiauk,nieldakarla,27.67,27.67,APPROVED,0.0,2,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65559,Jeevankumar-s,Dario-DC,1.23,1.23,APPROVED,0.0,1,10,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65557,majestic-owl448,huyenltnguyen,241.47,337.47,APPROVED,0.0,1,4,228,0.96,1798,Core Reviewer
freeCodeCamp/freeCodeCamp,65552,garyeung,copilot-pull-request-reviewer,9.03,680.57,COMMENTED,0.069,4,29,17,0.88,0,Reliable Author
freeCodeCamp/freeCodeCamp,65550,ashwin-athappan,majestic-owl448,12.41,12.86,APPROVED,0.0,5,4,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65546,huyenltnguyen,raisedadead,8.06,8.06,APPROVED,0.0,1,14,272,0.88,1490,Core Reviewer
freeCodeCamp/freeCodeCamp,65545,pdtrang,huyenltnguyen,3.06,3.06,APPROVED,0.0,1,6,124,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65543,DeveloperViraj,Sembauke,62.63,110.63,APPROVED,0.0,1,4,18,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65537,camperbot,huyenltnguyen,5.94,5.94,APPROVED,0.0,1,60,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65535,anastasiiauk,nieldakarla,2.63,2.63,APPROVED,0.0,1,2,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65533,garyeung,huyenltnguyen,16.57,16.57,APPROVED,0.0,1,12,17,0.88,0,Reliable Author
freeCodeCamp/freeCodeCamp,65527,gurijalaspandana2104,gikf,0.03,0.52,APPROVED,0.0,3,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65526,ojeytonwilliams,raisedadead,26.44,26.45,APPROVED,0.0,1,141,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65524,anastasiiauk,nieldakarla,35.56,46.78,APPROVED,0.0,2,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65523,ojeytonwilliams,ShaunSHamilton,2.47,2.47,APPROVED,0.0,1,249,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65518,estefaniacn,nieldakarla,0.03,0.62,APPROVED,0.0,1,8,50,0.96,14,Core Reviewer
freeCodeCamp/freeCodeCamp,65517,jordnlnn,majestic-owl448,0.43,675.32,COMMENTED,0.1852,45,583,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65514,raisedadead,copilot-pull-request-reviewer,44.34,540.65,COMMENTED,0.0035,3,575,133,0.88,520,Core Reviewer
freeCodeCamp/freeCodeCamp,65513,ojeytonwilliams,raisedadead,12.11,12.11,APPROVED,0.0,2,1095,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65511,farchettiensis,majestic-owl448,290.64,407.72,CHANGES_REQUESTED,0.0,7,178,11,0.91,0,Reliable Author
freeCodeCamp/freeCodeCamp,65510,camperbot,majestic-owl448,1.93,1.93,APPROVED,0.0,1,2,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65509,octavio-js,majestic-owl448,2.23,34.21,APPROVED,0.0,1,6,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65507,its-cutie-valerie,majestic-owl448,0.12,388.58,COMMENTED,0.0333,9,30,2,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,65505,Jeevankumar-s,jdwilkin4,36.28,171.53,COMMENTED,0.0833,5,12,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65504,AdityaSingh-18,jdwilkin4,36.24,36.24,APPROVED,0.0,1,8,43,0.93,2,Reliable Author
freeCodeCamp/freeCodeCamp,65502,camperbot,huyenltnguyen,5.02,5.02,APPROVED,0.0,1,1450,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65499,Jeevankumar-s,majestic-owl448,0.38,0.42,APPROVED,0.0,1,6,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65497,anastasiiauk,nieldakarla,60.03,71.47,APPROVED,0.0,2,105,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65495,moT01,ojeytonwilliams,4.96,20.6,CHANGES_REQUESTED,0.0049,2,1626,287,0.95,958,Core Reviewer
freeCodeCamp/freeCodeCamp,65485,kshitiz510,gikf,6.89,24.95,APPROVED,0.0,5,8,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65484,DeveloperViraj,majestic-owl448,10.75,133.41,COMMENTED,0.2,5,10,18,0.67,0,Noisy Author
freeCodeCamp/freeCodeCamp,65473,advait122,majestic-owl448,5.35,6.65,APPROVED,0.0,4,4,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65466,camperbot,raisedadead,5.18,5.18,APPROVED,0.0,1,2,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65464,hbar1st,majestic-owl448,0.14,100.25,CHANGES_REQUESTED,0.0,3,58,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65463,Dario-DC,majestic-owl448,1.1,1.14,APPROVED,0.0,2,19,147,0.98,565,Core Reviewer
freeCodeCamp/freeCodeCamp,65460,AdityaSingh-18,majestic-owl448,6.22,68.71,COMMENTED,0.0048,4,208,43,0.93,2,Reliable Author
freeCodeCamp/freeCodeCamp,65459,ojeytonwilliams,raisedadead,20.06,69.11,APPROVED,0.0,6,2126,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65455,raisedadead,ojeytonwilliams,0.16,16.74,COMMENTED,0.0,3,2,133,0.88,520,Core Reviewer
freeCodeCamp/freeCodeCamp,65452,Rushitha-Reddy-0202,Sembauke,0.42,216.98,CHANGES_REQUESTED,0.5,3,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65449,Sunita-lab,gikf,0.07,1.58,APPROVED,0.0,2,2,2,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65444,CKofficial-1797,gikf,1.06,8.65,COMMENTED,0.0,5,5,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65440,estefaniacn,nieldakarla,330.04,474.59,APPROVED,0.0038,3,5524,50,0.96,14,Core Reviewer
freeCodeCamp/freeCodeCamp,65437,camperbot,huyenltnguyen,2.37,2.37,APPROVED,0.0,1,2,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65435,vikas0k,copilot-pull-request-reviewer,0.03,3.85,COMMENTED,0.0,2,4,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65433,octavio-js,ojeytonwilliams,0.44,0.49,APPROVED,0.0,2,2,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65432,raisedadead,huyenltnguyen,0.7,9.78,APPROVED,0.0,1,1,133,0.88,520,Core Reviewer
freeCodeCamp/freeCodeCamp,65427,Sembauke,raisedadead,158.17,230.17,APPROVED,0.0,1,176,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65426,ojeytonwilliams,raisedadead,0.14,0.15,APPROVED,0.0,1,531,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65417,jimjoice2804,copilot-pull-request-reviewer,0.03,128.86,COMMENTED,0.0625,6,16,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65413,hbar1st,majestic-owl448,13.9,236.57,COMMENTED,0.0227,2,44,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65412,Roxicaro,gikf,8.12,12.92,APPROVED,0.0,2,2,8,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65410,octavio-js,a2937,2.8,11.45,APPROVED,0.0,2,4,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65409,Jeevankumar-s,Sembauke,13.12,13.12,APPROVED,0.0,1,148,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65408,Jeevankumar-s,zairahira,205.58,302.09,APPROVED,0.0,1,197,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65407,Jeevankumar-s,Ksound22,116.24,302.26,APPROVED,0.0,2,122,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65406,anastasiiauk,nieldakarla,123.67,183.3,APPROVED,0.0,2,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65405,Jeevankumar-s,Sembauke,14.1,14.11,APPROVED,0.0,1,109,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65404,ojeytonwilliams,raisedadead,0.48,0.55,APPROVED,0.0,1,2,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65400,Vipeen-Kumar,majestic-owl448,290.79,834.73,COMMENTED,0.0094,6,106,4,0.5,0,Noisy Author
freeCodeCamp/freeCodeCamp,65399,ojeytonwilliams,raisedadead,68.62,118.6,APPROVED,0.0,2,112,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65398,camperbot,ojeytonwilliams,1.33,1.33,APPROVED,0.0,1,60,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65397,harshentau-spec,zairahira,73.73,122.74,APPROVED,0.0,1,112,7,0.43,0,Noisy Author
freeCodeCamp/freeCodeCamp,65396,hbar1st,majestic-owl448,5.09,20.55,APPROVED,0.0,2,12,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65393,anastasiiauk,Sembauke,22.51,22.51,APPROVED,0.0,1,105,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65392,ojeytonwilliams,ShaunSHamilton,0.74,2.2,APPROVED,0.0,3,56,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65390,Jeevankumar-s,majestic-owl448,0.45,312.82,COMMENTED,0.0187,3,107,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65389,Jeevankumar-s,majestic-owl448,1.49,227.39,COMMENTED,0.0396,8,505,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65388,papidb,zairahira,49.29,55.2,APPROVED,0.0,2,6,4,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65387,papidb,zairahira,49.64,127.26,COMMENTED,0.0183,3,164,4,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65385,octavio-js,Dario-DC,0.56,0.57,APPROVED,0.0,1,4,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65382,naomi-freecodecamp,raisedadead,1.19,1.23,APPROVED,0.0,3,28,2,1.0,2,Reliable Author
freeCodeCamp/freeCodeCamp,65375,papidb,a2937,2.84,15.09,APPROVED,0.125,3,8,4,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65374,Dario-DC,majestic-owl448,11.85,11.99,APPROVED,0.0,2,22,147,0.98,565,Core Reviewer
freeCodeCamp/freeCodeCamp,65373,Jeevankumar-s,a2937,4.88,230.37,APPROVED,0.0,2,8,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65372,Jeevankumar-s,a2937,5.16,62.76,APPROVED,0.0,3,8,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65371,rizwan-rizu,jdwilkin4,41.97,41.97,APPROVED,0.0,2,363,5,0.6,0,Noisy Author
freeCodeCamp/freeCodeCamp,65370,Jeevankumar-s,Ksound22,138.52,230.56,APPROVED,0.0,2,37,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65369,Jeevankumar-s,zairahira,133.7,182.19,APPROVED,0.0,1,125,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65366,huyenltnguyen,nieldakarla,0.66,1.52,APPROVED,0.0,1,11,272,0.88,1490,Core Reviewer
freeCodeCamp/freeCodeCamp,65364,hbar1st,majestic-owl448,0.26,62.75,COMMENTED,0.0,2,243,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65360,ojeytonwilliams,raisedadead,13.91,24.08,APPROVED,0.0014,3,698,608,0.94,500,Core Reviewer
freeCodeCamp/freeCodeCamp,65359,fullstacksam23,zairahira,137.17,185.59,APPROVED,0.0,2,82,4,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65356,Jeevankumar-s,zairahira,138.19,186.65,APPROVED,0.0,1,67,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65355,Jeevankumar-s,zairahira,95.83,144.84,APPROVED,0.0,1,50,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65354,Jeevankumar-s,zairahira,96.2,145.27,APPROVED,0.0,1,230,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65353,anastasiiauk,nieldakarla,1.22,1.81,COMMENTED,0.0062,3,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65352,Jeevankumar-s,zairahira,97.36,146.2,APPROVED,0.0,1,55,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65346,kultaran-Singh,gikf,1.85,2.57,APPROVED,0.0,3,3,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65345,harshentau-spec,zairahira,4.75,30.04,CHANGES_REQUESTED,0.275,5,40,7,0.43,0,Noisy Author
freeCodeCamp/freeCodeCamp,65340,estefaniacn,nieldakarla,60.75,61.61,APPROVED,0.0,8,2093,50,0.96,14,Core Reviewer
freeCodeCamp/freeCodeCamp,65339,hbar1st,majestic-owl448,10.72,254.92,COMMENTED,0.0033,3,303,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65337,fullstacksam23,Sembauke,12.94,12.94,APPROVED,0.0,1,54,4,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65336,pdtrang,Sembauke,13.4,13.4,APPROVED,0.0,1,27,124,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65335,pdtrang,Sembauke,14.41,14.43,APPROVED,0.0,1,22,124,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65333,Jeevankumar-s,Sembauke,16.32,16.32,APPROVED,0.0,1,44,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65332,Jeevankumar-s,Sembauke,16.76,16.77,APPROVED,0.0,1,24,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65330,Jeevankumar-s,zairahira,18.68,18.68,APPROVED,0.0,1,25,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65329,Jeevankumar-s,Sembauke,17.04,18.54,COMMENTED,0.0455,2,22,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65328,octavio-js,majestic-owl448,0.39,2.96,APPROVED,0.0,2,5,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65327,Jeevankumar-s,zairahira,19.02,19.02,APPROVED,0.0,1,22,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65326,Jeevankumar-s,zairahira,19.06,19.06,APPROVED,0.0,1,26,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65324,camperbot,ojeytonwilliams,17.75,17.76,APPROVED,0.0,1,2,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65323,gikf,majestic-owl448,2.22,2.22,APPROVED,0.0,1,10,78,0.99,749,Core Reviewer
freeCodeCamp/freeCodeCamp,65322,anastasiiauk,Sembauke,17.09,17.09,APPROVED,0.0,1,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65320,Jeevankumar-s,Sembauke,20.59,20.73,APPROVED,0.0,1,46,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65318,Jeevankumar-s,Sembauke,21.49,21.49,APPROVED,0.0,1,86,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65317,Jeevankumar-s,Sembauke,21.68,21.68,APPROVED,0.0,1,67,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65316,Jeevankumar-s,zairahira,21.85,21.93,APPROVED,0.0,1,79,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65314,Jeevankumar-s,zairahira,22.66,22.94,APPROVED,0.0,1,51,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65313,Jeevankumar-s,zairahira,22.44,22.98,APPROVED,0.0,1,10,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65312,Jeevankumar-s,zairahira,22.45,24.14,APPROVED,0.0,1,14,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65310,Jeevankumar-s,majestic-owl448,97.83,286.92,CHANGES_REQUESTED,0.0,7,177,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65306,AdityaSingh-18,majestic-owl448,8.19,52.88,COMMENTED,0.0,5,42,43,0.93,2,Reliable Author
freeCodeCamp/freeCodeCamp,65305,octavio-js,zairahira,25.34,26.9,APPROVED,0.0,1,35,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65304,AdityaSingh-18,majestic-owl448,103.14,268.34,APPROVED,0.0,2,18,43,0.93,2,Reliable Author
freeCodeCamp/freeCodeCamp,65303,hbar1st,majestic-owl448,0.17,268.32,APPROVED,0.0,2,16,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65302,Jeevankumar-s,majestic-owl448,0.31,17.42,APPROVED,0.0,2,18,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65299,eshantharjun9-hub,majestic-owl448,3.57,30.94,CHANGES_REQUESTED,0.5,8,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65297,hbar1st,majestic-owl448,0.0,254.96,COMMENTED,0.013,5,77,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65296,octavio-js,majestic-owl448,0.0,112.64,COMMENTED,0.0,8,13,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65295,hbar1st,majestic-owl448,0.35,39.99,COMMENTED,0.0,2,66,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65293,hbar1st,Sembauke,15.46,39.48,APPROVED,0.0,1,13,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65292,anirudhxmishra,majestic-owl448,2.97,3.43,APPROVED,0.0,3,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65291,rosacabrerac,majestic-owl448,1.64,286.87,CHANGES_REQUESTED,0.09,14,100,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65289,nnyouung,ahmaxed,502.84,726.32,APPROVED,0.0,7,165,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65285,Jeevankumar-s,majestic-owl448,0.0,60.07,COMMENTED,0.0526,7,38,74,0.88,16,Core Reviewer
freeCodeCamp/freeCodeCamp,65284,NewSmoke38,majestic-owl448,0.0,171.88,COMMENTED,0.3333,7,12,2,1.0,0,Reliable Author
freeCodeCamp/freeCodeCamp,65283,AdityaSingh-18,majestic-owl448,0.0,99.05,COMMENTED,0.0156,4,64,43,0.93,2,Reliable Author
freeCodeCamp/freeCodeCamp,65278,raisedadead,ojeytonwilliams,0.68,48.68,APPROVED,0.0,1,96,133,0.88,520,Core Reviewer
freeCodeCamp/freeCodeCamp,65274,hbar1st,majestic-owl448,5.06,76.52,COMMENTED,0.0909,4,22,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65273,hbar1st,majestic-owl448,6.44,77.63,APPROVED,0.0,2,2,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65272,hbar1st,majestic-owl448,7.03,77.81,APPROVED,0.0,2,6,37,0.95,0,Reliable Author
freeCodeCamp/freeCodeCamp,65260,Yogesh-ai3,majestic-owl448,1.62,2.08,APPROVED,0.0,3,2,3,0.33,0,Noisy Author
freeCodeCamp/freeCodeCamp,65255,lakshay122007,majestic-owl448,3.49,3.9,APPROVED,0.0,3,20,7,0.57,0,Noisy Author
freeCodeCamp/freeCodeCamp,65251,Sembauke,huyenltnguyen,5.04,6.36,APPROVED,0.0,2,173,242,0.78,923,Core Reviewer
freeCodeCamp/freeCodeCamp,65246,naomi-freecodecamp,ojeytonwilliams,27.88,75.88,APPROVED,0.0,2,3,2,1.0,2,Reliable Author
freeCodeCamp/freeCodeCamp,65220,pdtrang,jdwilkin4,0.96,159.59,COMMENTED,0.0,3,26,124,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65216,octavio-js,jdwilkin4,1.07,159.66,COMMENTED,0.0,4,86,11,0.82,0,Reliable Author
freeCodeCamp/freeCodeCamp,65208,pdtrang,jdwilkin4,1.59,160.2,COMMENTED,0.0,3,90,124,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65202,pdtrang,jdwilkin4,1.78,136.3,COMMENTED,0.0,3,26,124,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65200,Roxicaro,jdwilkin4,1.87,1.87,APPROVED,0.0,1,2,8,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65189,estefaniacn,nieldakarla,0.14,2.1,APPROVED,0.0,2,1,50,0.96,14,Core Reviewer
freeCodeCamp/freeCodeCamp,65184,majestic-owl448,Ksound22,14.04,167.52,COMMENTED,0.0045,6,446,228,0.96,1798,Core Reviewer
freeCodeCamp/freeCodeCamp,65182,07mastermind,majestic-owl448,2.32,2.78,APPROVED,0.0,2,2,1,1.0,0,Novice
freeCodeCamp/freeCodeCamp,65181,anastasiiauk,Sembauke,20.94,120.01,APPROVED,0.0092,5,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65180,Roxicaro,zairahira,1.61,1.62,APPROVED,0.0,1,2,8,0.75,0,Reliable Author
freeCodeCamp/freeCodeCamp,65177,majestic-owl448,zairahira,24.97,106.07,APPROVED,0.0,2,4,228,0.96,1798,Core Reviewer
freeCodeCamp/freeCodeCamp,65173,anastasiiauk,Sembauke,4.39,4.4,APPROVED,0.0,1,2,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65172,AdityaSingh-18,majestic-owl448,7.0,127.77,COMMENTED,0.0455,3,22,43,0.93,2,Reliable Author
freeCodeCamp/freeCodeCamp,65160,rizwan-rizu,ahmaxed,332.44,982.36,CHANGES_REQUESTED,0.0649,14,77,5,0.6,0,Noisy Author
freeCodeCamp/freeCodeCamp,65159,camperbot,majestic-owl448,1.9,1.9,APPROVED,0.0,1,2,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65156,anastasiiauk,nieldakarla,74.31,128.5,COMMENTED,0.0062,4,325,74,0.96,28,Core Reviewer
freeCodeCamp/freeCodeCamp,65155,camperbot,majestic-owl448,2.82,2.82,APPROVED,0.0,1,360,391,0.98,0,Reliable Author
freeCodeCamp/freeCodeCamp,65154,zairahira,majestic-owl448,1.46,268.76,COMMENTED,0.0152,9,857,115,0.97,259,Core Reviewer
freeCodeCamp/freeCodeCamp,65149,AdityaSingh-18,majestic-owl448,0.21,3.72,COMMENTED,0.05,6,40,43,0.93,2,Reliable Author
